institution;indicator;taux observé 2018-2022;taux attendu 2018-2022;SMR 2018-2022;nombre de cas 2018-2022;taux observé 2023;taux attendu 2023;SMR 2023;nombre de cas 2023
Merian Iselin Klinik AG;Y.6.7.M Fälle mit COVID-19 in Eigenanamnese ohne akute COVID-19-Infektion (U07.1), Post-COVID-19-Zustand oder MIS, Mortalität;*;*;*;3;*;*;*;0
Merian Iselin Klinik AG;Y.6.8.M Fälle ohne COVID-19 in Eigenanamnese, akute COVID-19-Infektion (U07.1), Post-COVID-19-Zustand oder MIS, Mortalität;0.0%;1.8%;0.0;36'027;0.0%;1.7%;0.0;7'312
Merian Iselin Klinik AG;Y.7 COVID-19 - Impfreaktionen; ; ; ; ; ; ; ; 
Merian Iselin Klinik AG;Y.7.1.M Fälle mit unerwünschter Nebenwirkung bei Anwendung von COVID-19-Impfstoffen, Mortalität;*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Y.7.1.P Anteil Fälle mit unerwünschter Nebenwirkung bei Anwendung von COVID-19-Impfstoffen;0.0%;0.1%;*;0;0.0%;0.0%;*;0
Merian Iselin Klinik AG;Z Zusatzinformationen; ; ; ; ; ; ; ; 
Institution;Indikator;Aufenthaltsdauer (Tage) 2018-2022;;;Fallzahl 2018-2022;Aufenthaltsdauer (Tage) 2023;;;Fallzahl 2023
Merian Iselin Klinik AG;Z.1 Aufenthaltsdauer; ; ; ; ; ; ; ; 
Merian Iselin Klinik AG;A.1.12.X HD Herzinfarkt ohne Frührehabilitation (Alter >19), Aufenthaltsdauer;*;*;*;5;*;*;*;0
Merian Iselin Klinik AG;B.1.15.X Hirninfarkt (ICD­10 I63, Alter >19) ohne Frührehabilitation, Aufenthaltsdauer;*;*;*;1;*;*;*;0
Merian Iselin Klinik AG;E.1.1.X Cholezystektomie bei Gallensteinen und Cholezystitis, ohne Tumor, Aufenthaltsdauer;1.8;*;*;13;2.1;*;*;17
Merian Iselin Klinik AG;E.2.1.X Herniotomie ohne OP am Darm, Aufenthaltsdauer;1.9;*;*;743;2.0;*;*;349
Merian Iselin Klinik AG;F.1.5.X Extrakranielle Gefäss­OP ohne Frührehabilitation (Alter >19), Aufenthaltsdauer;*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;G.3.1.X Hysterektomie bei gutartigen Erkrankungen (Alter >14), Aufenthaltsdauer;3.4;*;*;39;*;*;*;0
Merian Iselin Klinik AG;H.4.5.X Prostata­TUR ohne Frührehabilitation, Aufenthaltsdauer;3.7;*;*;1'109;3.4;*;*;247
Merian Iselin Klinik AG;I.1.23.X Hüft­Endoprothesen­Erstimplantation bei Koxarthrose und chronischer Arthritis ohne Frührehabilitation, Aufenthaltsdauer;6.2;*;*;3'415;5.6;*;*;702
Merian Iselin Klinik AG;I.1.24.X Knie­Endoprothesen­Erstimplantation bei Gonarthrose und chronischer Arthritis ohne Frührehabilitation, Aufenthaltsdauer;6.3;*;*;4'006;5.8;*;*;846
Merian Iselin Klinik AG;Z.1.1.X Tonsillektomie ohne Tumor, Aufenthaltsdauer;2.0;*;*;173;2.0;*;*;26
Institution;Indikator;beobachtete Rate 2018-2022;erwartete Rate 2018-2022;;Fallzahl 2018-2022;beobachtete Rate 2023;erwartete Rate 2023;;Fallzahl 2023
Merian Iselin Klinik AG;Z.2 Verlegungsraten; ; ; ; ; ; ; ; 
Merian Iselin Klinik AG;A.1.1.V Anteil Verlegungen bei HD Herzinfarkt (Alter >19);*;*;*;5;*;*;*;0
Merian Iselin Klinik AG;A.2.1.V Anteil Verlegungen bei HD Herzinsuffizienz (Alter >19);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;A.3.2.V Anteil Verlegungen bei Kathetern der Koronargefässe bei HD Herzinfarkt ohne OP am Herzen (Alter >19);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;A.3.4.V Anteil Verlegungen bei diagnostischen Kathetern der Koronargefässe ohne HD Herzinfarkt ohne OP am Herzen (Alter >19);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;A.7.7.V Anteil Verlegungen bei isoliertem offenem Aortenklappenersatz ohne weitere OP am Herzen (Alter >19);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;A.7.11.V Anteil Verlegungen bei OP nur an Koronargefässen bei HD Herzinfarkt (Alter >19);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;A.7.12.V Anteil Verlegungen bei OP nur an Koronargefässen ohne HD Herzinfarkt (Alter >19);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;B.1.1.V Anteil Verlegungen bei HD Schlaganfall alle Formen (Alter >19);*;*;*;3;*;*;*;0
Merian Iselin Klinik AG;B.1.7.V Anteil Verlegungen bei Hirninfarkt (ICD­10 I63, Alter >19);*;*;*;1;*;*;*;0
Merian Iselin Klinik AG;D.1.8.V Anteil Verlegungen bei HD Pneumonie ohne Tumor oder Mukoviszidose, Alter >19, Direktaufnahmen;*;*;*;4;*;*;*;0
Merian Iselin Klinik AG;D.2.1.V Anteil Verlegungen bei COPD ohne Tumor (Alter >19);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;E.4.1.V Anteil Verlegungen bei kolorektalen Resektionen insgesamt;*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;F.2.13.V Anteil Verlegungen bei Resektion/Ersatz der abdominalen Aorta bei Aneurysma, nicht rupturiert;*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;F.3.1.V Anteil Verlegungen bei OP an Becken­/Beinarterien insgesamt;0.0%;4.9%;*;0;0.0%;4.4%;*;0
Merian Iselin Klinik AG;I.1.8.V Anteil Verlegungen bei Hüft­Endoprothesen­Erstimplantation bei Koxarthrose und chronischer Arthritis;1.2%;0.5%;*;42;*;*;*;7
Merian Iselin Klinik AG;J.1.1.V Anteil Verlegungen bei Beatmungsfällen >24 h (ohne Neugeborene);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;J.2.1.V Anteil Verlegungen bei HD Sepsis;*;*;*;1;*;*;*;0
Institution;Indikator;;;;Fallzahl 2018-2022;;;;Fallzahl 2023
Merian Iselin Klinik AG;Z.4 Behandlungen/Eingriffe mit Mindestfallzahl (CH - SPLG, HSM); ; ; ; ; ; ; ; 
Merian Iselin Klinik AG;Z.4.1.F Dermatologische Onkologie;*;*;*;3;*;*;*;1
Merian Iselin Klinik AG;Z.4.2.F Cochlea Implantate (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.3.F Schild- und Nebenschilddrüsenchirurgie;*;*;*;0;*;*;*;1
Merian Iselin Klinik AG;Z.4.4.F Spezialisierte Neurochirurgie;*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.5.F Behandlungen von vaskulären Erkrankungen des ZNS ohne die komplexen vaskulären Anomalien (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.6.F Behandlungen von komplexen vaskulären Anomalien des ZNS (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.7.F Stereotaktische funktionelle Neurochirurgie (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.8.F Epilepsiechirurgie (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.9.F Primäre und sekundäre intramedulläre Raumforderungen (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.10.F Zerebrovaskuläre Störungen im Stroke Center (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.11.F Epileptologie: Komplex-Diagnostik;*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.12.F Epileptologie: Komplex-Behandlung;*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.13.F Grosse Pankreaseingriffe (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.14.F Grosse Lebereingriffe (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.15.F Oesophaguschirurgie (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.16.F Spezialisierte Bariatrische Chirurgie (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.17.F Tiefe Rektumeingriffe (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.18.F Hoch-aggressive Lymphome und akute Leukämien mit kurativer Chemotherapie;*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.19.F Autologe Blutstammzelltransplantation;*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.20.F Allogene Blutstammzelltransplantation (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.21.F Gefässchirurgie periphere Gefässe (arteriell);*;*;*;8;*;*;*;1
Merian Iselin Klinik AG;Z.4.22.F Interventionen und Gefässchirurgie intraabdominale Gefässe;*;*;*;18;*;*;*;7
Merian Iselin Klinik AG;Z.4.23.F Gefässchirurgie Carotis;*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.24.F Interventionen Carotis und extrakranielle Gefässe;*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.25.F Koronarchirurgie (CABG);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.26.F Komplexe kongenitale Herzchirurgie;*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.27.F Interventionelle Kardiologie (Spezialeingriffe);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.28.F Radikale Prostatektomie;*;*;*;411;*;*;*;73
Merian Iselin Klinik AG;Z.4.29.F Radikale Zystektomie;*;*;*;1;*;*;*;0
Merian Iselin Klinik AG;Z.4.30.F Komplexe Chirurgie der Niere (Tumornephrektomie und Nierenteilsektion);*;*;*;49;*;*;*;5
Merian Iselin Klinik AG;Z.4.31.F Maligne Neoplasien des Atmungssystems (kurative Resektion durch Lobektomie/Pneumonektomie);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.32.F Herztransplantation (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.33.F Lungentransplantation (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.34.F Lebertransplantation (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.35.F Pankreastransplantation (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.36.F Nierentransplantation (IVHSM);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.37.F Erstprothese Hüfte;*;*;*;3'660;*;*;*;752
Merian Iselin Klinik AG;Z.4.38.F Erstprothese Knie;*;*;*;4'378;*;*;*;930
Merian Iselin Klinik AG;Z.4.39.F Spezialisierte Wirbelsäulenchirurgie;*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.40.F Knochentumore;*;*;*;2;*;*;*;0
Merian Iselin Klinik AG;Z.4.41.F Plexuschirurgie;*;*;*;7;*;*;*;1
Merian Iselin Klinik AG;Z.4.42.F Gynäkologische Tumore;*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.43.F Anerkanntes zertifiziertes Brustzentrum;*;*;*;50;*;*;*;0
Merian Iselin Klinik AG;Z.4.44.F Geburtshilfe (ab GA 32 0/7 SSW und GG 1250g);*;*;*;0;*;*;*;0
Merian Iselin Klinik AG;Z.4.45.F Ausgedehnte Verbrennungen (IVHSM);*;*;*;0;*;*;*;0
Institution;Indikator;beobachtete Rate 2018-2022;erwartete Rate 2018-2022;SMR 2018-2022;Fallzahl 2018-2022;beobachtete Rate 2023;erwartete Rate 2023;SMR 2023;Fallzahl 2023
Universitätsklinik Balgrist;A Erkrankungen des Herzens; ; ; ; ; ; ; ; 
Universitätsklinik Balgrist;A.1 Herzinfarkt; ; ; ; ; ; ; ; 
Universitätsklinik Balgrist;A.1.1.M HD Herzinfarkt (Alter >19), Mortalität;*;*;*;7;*;*;*;1
Universitätsklinik Balgrist;A.1.2.M HD Herzinfarkt, Alter 20-44, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.1.3.M HD Herzinfarkt, Alter 45-64, Mortalität;*;*;*;2;*;*;*;0
Universitätsklinik Balgrist;A.1.4.M HD Herzinfarkt, Alter 65-84, Mortalität;*;*;*;5;*;*;*;1
Universitätsklinik Balgrist;A.1.5.M HD Herzinfarkt, Alter >84, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.1.7.M HD Herzinfarkt (Alter >19), Direktaufnahmen, Mortalität;*;*;*;7;*;*;*;1
Universitätsklinik Balgrist;A.1.8.M HD Herzinfarkt (Alter >19), Zuverlegungen, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.1.18.M HD Herzinfarkt (Alter >19), mit Reanimation vor Aufnahme, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.1.14.P Anteil HD Herzinfarkt mit Katheter der Koronargefässe (Alter >19);0.0%;65.9%;*;0;0.0%;67.7%;*;0
Universitätsklinik Balgrist;A.1.15.P Anteil HD Herzinfarkt mit Katheter der Koronargefässe (Alter >19), Direktaufnahmen;0.0%;62.6%;*;0;0.0%;65.1%;*;0
Universitätsklinik Balgrist;A.1.16.P Anteil HD Herzinfarkt mit Katheter der Koronargefässe (Alter >19), Zuverlegungen;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.1.17.P Anteil HD Herzinfarkt mit Herzkatheter oder OP an Koronargefässen (Alter >19), Direktaufnahmen;0.0%;63.0%;*;0;0.0%;65.4%;*;0
Universitätsklinik Balgrist;A.1.9.P Anteil akute Infarktformen n.n.bez. (Alter >19);*;*;*;4;0.0%;1.8%;*;0
Universitätsklinik Balgrist;A.1.10.M Transmuraler Herzinfarkt (Alter >19), Mortalität;*;*;*;1;*;*;*;0
Universitätsklinik Balgrist;A.1.10.P Anteil transmuraler Herzinfarkt (Alter >19);*;*;*;1;0.0%;41.0%;*;0
Universitätsklinik Balgrist;A.1.11.M Nicht-transmuraler Infarkt/NSTEMI (Alter >19), Mortalität;*;*;*;2;*;*;*;1
Universitätsklinik Balgrist;A.1.13.M ND Herzinfarkt (Alter >19), Mortalität;3.3%;13.1%;0.3;60;0.0%;12.8%;0.0;10
Universitätsklinik Balgrist;A.2 Herzinsuffizienz; ; ; ; ; ; ; ; 
Universitätsklinik Balgrist;A.2.1.M HD Herzinsuffizienz (Alter >19), Mortalität;*;*;*;9;*;*;*;1
Universitätsklinik Balgrist;A.2.2.M HD Herzinsuffizienz, Alter 20-44, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.2.3.M HD Herzinsuffizienz, Alter 45-64, Mortalität;*;*;*;2;*;*;*;0
Universitätsklinik Balgrist;A.2.4.M HD Herzinsuffizienz, Alter 65-84, Mortalität;*;*;*;7;*;*;*;1
Universitätsklinik Balgrist;A.2.5.M HD Herzinsuffizienz, Alter >84, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.2.6.P Anteil NYHA IV bei HD Linksherzinsuffizienz (Alter >19);*;*;*;6;*;*;*;0
Universitätsklinik Balgrist;A.3 Herzkatheter; ; ; ; ; ; ; ; 
Universitätsklinik Balgrist;A.3.1.F Fälle mit Katheter der Koronargefässe (Alter >19);*;*;*;0;*;*;*;1
Universitätsklinik Balgrist;A.3.2.M Katheter der Koronargefässe bei HD Herzinfarkt ohne OP am Herzen (Alter >19), Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.3.9.M Katheter der Koronargefässe bei HD Herzinfarkt ohne OP am Herzen (Alter >19), Zuverlegungen, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.3.10.M Katheter der Koronargefässe bei HD Herzinfarkt ohne OP am Herzen (Alter >19), mit Reanimation vor Aufnahme, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.3.4.M Diagnostische Katheter der Koronargefässe ohne HD Herzinfarkt ohne OP am Herzen (Alter >19), Mortalität;*;*;*;0;*;*;*;1
Universitätsklinik Balgrist;A.3.11.M Diagnostische Katheter der Koronargefässe ohne HD Herzinfarkt oder OP am Herzen (Alter >19), Zuverlegungen, Mortalität;*;*;*;0;*;*;*;1
Universitätsklinik Balgrist;A.3.12.M Diagnostische Katheter der Koronargefässe ohne HD Herzinfarkt ohne OP am Herzen (Alter >19), mit Reanimation vor Aufnahme, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.3.7.M Diagnostische Katheter der Koronargefässe ohne HD Herzinfarkt ohne weitere OP (Alter >19), Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.3.5.M Therapeutische Katheter der Koronargefässe ohne HD Herzinfarkt ohne OP am Herzen (Alter >19), Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.3.5.P Anteil therapeutische Katheter der Koronargefässe ohne HD Herzinfarkt ohne OP am Herzen (Alter >19);*;*;*;0;0.0%;52.8%;*;0
Universitätsklinik Balgrist;A.3.13.M Therapeutische Katheter der Koronargefässe ohne HD Herzinfarkt oder OP am Herzen (Alter >19), Zuverlegungen, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.3.14.M Therapeutische Katheter der Koronargefässe ohne HD Herzinfarkt ohne OP am Herzen (Alter >19), mit Reanimation vor Aufnahme, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.3.8.M Therapeutische Katheter der Koronargefässe ohne HD Herzinfarkt ohne weitere OP (Alter >19), Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.3.6.F Fälle mit Herzkathetern bei Kindern und Jugendlichen (Alter <20);*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.4 Herzrhythmusstörungen; ; ; ; ; ; ; ; 
Universitätsklinik Balgrist;A.4.1.F HD Herzrhythmusstörungen;*;*;*;5;*;*;*;0
Universitätsklinik Balgrist;A.5 Versorgung mit Schrittmacher oder implantierbarem Defibrillator; ; ; ; ; ; ; ; 
Universitätsklinik Balgrist;A.5.1.F Schrittmacherversorgung (Implantationen und Wechsel, inkl. Defibrillatoren);*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.5.2.F Implantation oder Wechsel eines Defibrillators;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.6 Ablative Therapie; ; ; ; ; ; ; ; 
Universitätsklinik Balgrist;A.6.1.F Kathetergestützte ablative Therapie;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.6.3.M Vorhofablation bei Vorhofflimmern/­flattern, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.6.4.P Anteil Perikardkomplikationen bei Vorhofablation bei Vorhofflimmern/­flattern;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.6.2.F Chirurgisch ablative Therapie;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7 Operationen am Herzen; ; ; ; ; ; ; ; 
Universitätsklinik Balgrist;A.7.1.F OP am Herzen insgesamt;*;*;*;1;*;*;*;0
Universitätsklinik Balgrist;A.7.2.F OP an Herzklappen;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.3.F OP an Koronargefässen;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.4.F Andere OP am Herzen;*;*;*;1;*;*;*;0
Universitätsklinik Balgrist;A.7.5.F Kombinierte OP am Herzen;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.6.F OP am Herzen bei Kindern und Jugendlichen (Alter <20);*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.24.F Offener Aortenklappenersatz insgesamt (Alter >19);*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.7.M Isolierter offener Aortenklappenersatz ohne weitere OP am Herzen (Alter >19), Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.19.M Isolierter offener Aortenklappenersatz ohne weitere OP am Herzen mit HD Endokarditis (Alter >19), Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.20.M Isolierter offener Aortenklappenersatz ohne weitere OP am Herzen ohne HD Endokarditis (Alter >19), Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.25.M Isolierter offener Aortenklappenersatz ohne herzunterstützende Systeme ohne weitere OP am Herzen (Alter >19), Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.26.M Offener Aortenklappenersatz mit Mitralklappenersatz (Alter >19), Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.27.M Offener Aortenklappenersatz mit weiterer OP am Herzen (Alter >19), Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.8.M Minimalinvasive Implantation einer Aortenklappe, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.9.M Minimalinvasive Implantation einer Aortenklappe endovaskulär, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.10.M Minimalinvasive Implantation einer Aortenklappe transapikal, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.23.M Endovaskuläre/transapikale Eingriffe an der Mitralklappe, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.11.M OP nur an Koronargefässen bei HD Herzinfarkt (Alter >19), Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.28.M OP nur an Koronargefässen bei HD Herzinfarkt ohne herzunterstützende Systeme (Alter >19), Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.12.M OP nur an Koronargefässen ohne HD Herzinfarkt (Alter >19), Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.13.M OP nur an Koronargefässen ohne HD Herzinfarkt, Alter 20-49, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.14.M OP nur an Koronargefässen ohne HD Herzinfarkt, Alter 50-59, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.15.M OP nur an Koronargefässen ohne HD Herzinfarkt, Alter 60-69, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.16.M OP nur an Koronargefässen ohne HD Herzinfarkt, Alter 70-79, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.17.M OP nur an Koronargefässen ohne HD Herzinfarkt, Alter >79, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.29.M OP an Koronargefässen mit weiterer OP am Herzen (Alter >19), Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.18.P Anteil Beatmungsfälle >24 h bei OP nur an Koronargefässen ohne HD Herzinfarkt (Alter >19);*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.21.P Anteil OP an Carotis bei isoliertem offenem Aortenklappenersatz ohne weitere OP am Herzen (Alter >19);*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;A.7.22.P Anteil OP an Carotis bei OP nur an Koronargefässen ohne HD Herzinfarkt (Alter >19);*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;B Erkrankungen des Nervensystems, Schlaganfall (Stroke); ; ; ; ; ; ; ; 
Universitätsklinik Balgrist;B.1 Schlaganfall; ; ; ; ; ; ; ; 
Universitätsklinik Balgrist;B.1.1.M HD Schlaganfall alle Formen (Alter >19), Mortalität;*;*;*;6;*;*;*;1
Universitätsklinik Balgrist;B.1.2.M HD Schlaganfall alle Formen, Alter 20-44, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.3.M HD Schlaganfall alle Formen, Alter 45-64, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.4.M HD Schlaganfall alle Formen, Alter 65-84, Mortalität;*;*;*;6;*;*;*;1
Universitätsklinik Balgrist;B.1.5.M HD Schlaganfall alle Formen, Alter >84, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.7.M Hirninfarkt (ICD­10 I63, Alter >19), Mortalität;*;*;*;5;*;*;*;0
Universitätsklinik Balgrist;B.1.8.M Hirninfarkt (ICD­10 I63, Alter >19), Direktaufnahmen, Mortalität;*;*;*;5;*;*;*;0
Universitätsklinik Balgrist;B.1.13.M Hirninfarkt (ICD­10 I63, Alter >19), Zuverlegungen, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.16.P Anteil Hirninfarkt (ICD­10 I63, Alter >19) mit Frührehabilitation, Direktaufnahmen;0.0%;3.0%;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.17.P Anteil Hirninfarkt (ICD­10 I63, Alter >19) mit Frührehabilitation, Zuverlegungen;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.9.M Hirninfarkt (ICD­10 I63, Alter >19) mit systemischer Thrombolyse, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.9.P Anteil Hirninfarkt (ICD­10 I63, Alter >19) mit systemischer Thrombolyse;0.0%;13.1%;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.18.M Hirninfarkt (ICD­10 I63, Alter >19) mit intrakranieller Thrombektomie, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.18.P Anteil Hirninfarkt (ICD­10 I63, Alter >19) mit intrakranieller Thrombektomie;0.0%;7.8%;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.21.M Hirninfarkt (ICD­10 I63, Alter 20-69) mit intrakranieller Thrombektomie, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.22.M Hirninfarkt (ICD­10 I63, Alter 70-79) mit intrakranieller Thrombektomie, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.23.M Hirninfarkt (ICD­10 I63, Alter 80-89) mit intrakranieller Thrombektomie, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.24.M Hirninfarkt (ICD­10 I63, Alter >89) mit intrakranieller Thrombektomie, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.14.M Hirninfarkt (ICD­10 I63, Alter >19) mit Pneumonie, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.14.P Anteil Hirninfarkt (ICD­10 I63, Alter >19) mit Pneumonie;0.0%;6.6%;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.10.M Intrazerebrale Blutung (ICD­10 I61, Alter >19), Mortalität;*;*;*;1;*;*;*;0
Universitätsklinik Balgrist;B.1.11.M Subarachnoidalblutung (ICD­10 I60, Alter >19), Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;B.1.12.M Schlaganfall n.n.bez. (ICD­10 I64, Alter >19), Mortalität;*;*;*;0;*;*;*;1
Universitätsklinik Balgrist;B.1.12.P Anteil Schlaganfall n.n.bez. (ICD­10 I64, Alter >19);0.0%;3.7%;*;0;*;*;*;1
Universitätsklinik Balgrist;B.1.25.M TIA, Mortalität;*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;B.2 Behandlung auf Stroke Unit; ; ; ; ; ; ; ; 
Universitätsklinik Balgrist;B.2.3.F Neurologische oder andere Komplexbehandlung (Stroke Unit);*;*;*;0;*;*;*;0
Universitätsklinik Balgrist;B.2.4.P Anteil Hirninfarkt mit neurologischer oder anderer Komplexbehandlung;0.0%;52.3%;*;0;*;*;*;0
Universitätsklinik Balgrist;B.2.2.P Anteil TIA mit neurologischer oder anderer Komplexbehandlung;*;*;*;0;*;*;*;0
